27 0011_00 27 18 0.9190454
28 0011_00 28 18 0.7353782
29 0011_00 29 18 0.86578053
25 0011_00 25 19 0.7662859
26 0011_00 26 19 0.7963126
27 0011_00 27 19 0.91907966
28 0011_00 28 19 0.7444762
29 0011_00 29 19 0.8615465
25 0011_00 25 20 0.76827586
26 0011_00 26 20 0.7991266
27 0011_00 27 20 0.92225873
28 0011_00 28 20 0.7524879
29 0011_00 29 20 0.86322343
30 0011_00 30 0 0.0
31 0011_00 31 0 0.0
32 0011_00 32 0 0.0
33 0011_01 0 0 0.0
34 0011_01 1 0 0.0
30 0011_00 30 1 0.90059084
31 0011_00 31 1 0.29209623
32 0011_00 32 1 0.59090906
33 0011_01 0 1 0.9280592
34 0011_01 1 1 0.8926897
30 0011_00 30 2 0.68430036
31 0011_00 31 2 0.61985147
32 0011_00 32 2 0.6679128
33 0011_01 0 2 0.9268191
34 0011_01 1 2 0.945243
30 0011_00 30 3 0.9079498
31 0011_00 31 3 0.62041116
32 0011_00 32 3 0.6931743
33 0011_01 0 3 0.9285726
34 0011_01 1 3 0.9479112
